10,107b6afa
3494224,6e409e00
3494228,9ffffff7
349422c,9e00
3494230,9e00
3494248,cffff50
349424c,ca00000
3494250,ca00000
3494254,ceeea00
3494258,38e90
349425c,bc0
3494260,bc0
3494264,5c638e90
3494268,9deda00
3494280,aeec30
3494284,ae83980
3494288,e900000
349428c,4faeec40
3494290,6fd55dc0
3494294,5f9009e0
3494298,e9009e0
349429c,cd55dc0
34942a0,3ceec40
34942b8,5fffffd0
34942bc,da0
34942c0,7e40
34942c4,cc00
34942c8,4e800
34942cc,ad000
34942d0,da000
34942d4,8e4000
34942d8,cc0000
34942f0,5ceec30
34942f4,dc45db0
34942f8,e900bd0
34942fc,bc45d90
3494300,4dffc20
3494304,1db45cc0
3494308,5f6009e0
349430c,2eb35cd0
3494310,7deec50
3494328,6deeb00
349432c,db37e90
3494330,5f500bd0
3494334,5f500be0
3494338,db37ee0
349433c,6dedbe0
3494340,bc0
3494344,9749e70
3494348,5ded800
3494368,ec000
349436c,ec000
349437c,ec000
3494380,ec000
34943a0,ec000
34943a4,ec000
34943b4,dd000
34943b8,ec000
34943bc,4f8000
34943c0,9d0000
34943d8,29c8
34943dc,7bed93
34943e0,8dda4000
34943e4,8dda4000
34943e8,7bec93
34943ec,29c8
3494414,affffff8
3494420,affffff8
3494448,ac810000
349444c,4adeb600
3494450,6add6
3494454,6add6
3494458,4adeb600
349445c,ac810000
3494478,4beec30
349447c,9a46ea0
3494480,1da0
3494484,2cd30
3494488,cc100
349448c,e9000
3494494,e9000
3494498,e9000
34944b0,1aeed70
34944b4,cd739e4
34944b8,7e2000c9
34944bc,ba0aeeca
34944c0,d76e64da
34944c4,d69c00aa
34944c8,d76e64da
34944cc,ba0aeeca
34944d0,6e400000
34944d4,ad83000
34944d8,8dee90
34944e8,3ed000
34944ec,9de600
34944f0,cbcb00
34944f4,3e8ad00
34944f8,8e26f60
34944fc,cc00ea0
3494500,2effffd0
3494504,8e5008f5
3494508,cd0001ea
3494520,effec40
3494524,e905dc0
3494528,e900ae0
349452c,e905dc0
3494530,efffd50
3494534,e904bd2
3494538,e9005f6
349453c,e904be3
3494540,effed80
3494558,9ded80
349455c,8e936b0
3494560,db00000
3494564,3f900000
3494568,5f700000
349456c,1e900000
3494570,db00000
3494574,8e947b0
3494578,9ded80
3494590,5ffed800
3494594,5f65ae80
3494598,5f600cd0
349459c,5f6009e0
34945a0,5f6009f0
34945a4,5f6009e0
34945a8,5f600cd0
34945ac,5f65ae80
34945b0,5ffed800
34945c8,dffffe0
34945cc,db00000
34945d0,db00000
34945d4,db00000
34945d8,dffffc0
34945dc,db00000
34945e0,db00000
34945e4,db00000
34945e8,dfffff0
3494600,bfffff4
3494604,bd00000
3494608,bd00000
349460c,bd00000
3494610,bffffc0
3494614,bd00000
3494618,bd00000
349461c,bd00000
3494620,bd00000
3494638,1aeed60
349463c,be738a0
3494640,4e900000
3494644,8f400000
3494648,9f10bff2
349464c,7f4007f2
3494650,4e9007f2
3494654,be739f2
3494658,1beed90
3494670,5f6009e0
3494674,5f6009e0
3494678,5f6009e0
349467c,5f6009e0
3494680,5fffffe0
3494684,5f6009e0
3494688,5f6009e0
349468c,5f6009e0
3494690,5f6009e0
34946a8,dffffb0
34946ac,db000
34946b0,db000
34946b4,db000
34946b8,db000
34946bc,db000
34946c0,db000
34946c4,db000
34946c8,dffffb0
34946e0,cfff40
34946e4,7f40
34946e8,7f40
34946ec,7f40
34946f0,7f40
34946f4,7f30
34946f8,75009e00
34946fc,8d64dc00
3494700,2beec500
3494718,5f6009e7
349471c,5f609e70
3494720,5f69e700
3494724,5fbe8000
3494728,5fedb000
349472c,5f87e800
3494730,5f60ae40
3494734,5f601dc0
3494738,5f6006ea
3494750,cc00000
3494754,cc00000
3494758,cc00000
349475c,cc00000
3494760,cc00000
3494764,cc00000
3494768,cc00000
349476c,cc00000
3494770,cfffff7
3494788,afa00cf8
349478c,aed02ee8
3494790,add59be8
3494794,adaac8e8
3494798,ad5de1e8
349479c,ad0db0e8
34947a0,ad0000e8
34947a4,ad0000e8
34947a8,ad0000e8
34947c0,5fc008e0
34947c4,5fe608e0
34947c8,5fcb08e0
34947cc,5f7e48e0
34947d0,5f5ca8e0
34947d4,5f57e8e0
34947d8,5f50dce0
34947dc,5f509ee0
34947e0,5f502ee0
34947f8,4ceeb20
34947fc,cd56ea0
3494800,3e800ae0
3494804,7f5008f2
3494808,7f4008f4
349480c,7f5008f2
3494810,3e800ae0
3494814,cd56eb0
3494818,4ceeb20
3494830,dffed60
3494834,db05ce2
3494838,db006f6
349483c,db006f6
3494840,db05ce2
3494844,dffed60
3494848,db00000
349484c,db00000
3494850,db00000
3494868,4ceeb20
349486c,cd56ea0
3494870,3e800ae0
3494874,7f5008f2
3494878,7f4008f4
349487c,7f5008f1
3494880,3e800ad0
3494884,cd56ea0
3494888,4cefc20
349488c,ae50
3494890,c80
34948a0,5ffeeb20
34948a4,5f717eb0
34948a8,5f700cd0
34948ac,5f716ea0
34948b0,5fffea00
34948b4,5f72ae40
34948b8,5f700db0
34948bc,5f7008e5
34948c0,5f7000db
34948d8,6ceeb30
34948dc,dc45a90
34948e0,4f600000
34948e4,ec60000
34948e8,5ceeb40
34948ec,6cc0
34948f0,8e0
34948f4,c735cd0
34948f8,8deec50
3494910,cffffffb
3494914,db000
3494918,db000
349491c,db000
3494920,db000
3494924,db000
3494928,db000
349492c,db000
3494930,db000
3494948,4f7009e0
349494c,4f7009e0
3494950,4f7009e0
3494954,4f7009e0
3494958,4f7009e0
349495c,3f7009e0
3494960,2e700ad0
3494964,dc45dc0
3494968,5ceec40
3494980,ad0003e8
3494984,6f5008e3
3494988,e900bc0
349498c,bc00d90
3494990,8e15e40
3494994,2e7ad00
3494998,cbca00
349499c,9de600
34949a0,3ed000
34949b8,e80000ad
34949bc,da0000cb
34949c0,cb0000da
34949c4,ac0ec0e8
34949c8,8d6de1e5
34949cc,6e9bd8e0
34949d0,1ec8acd0
34949d4,de37ec0
34949d8,cd00ea0
34949f0,6e7007e7
34949f4,ad21db0
34949f8,2daad20
34949fc,7ee700
3494a00,3ee200
3494a04,bdda00
3494a08,7e67e60
3494a0c,3ea00bd0
3494a10,bd2004e9
3494a28,ae2005e8
3494a2c,2da00cc0
3494a30,7e57e50
3494a34,ccda00
3494a38,4ed200
3494a3c,db000
3494a40,db000
3494a44,db000
3494a48,db000
3494a60,efffff8
3494a64,bd3
3494a68,7e70
3494a6c,3ea00
3494a70,bd100
3494a74,8e5000
3494a78,4e90000
3494a7c,cc00000
3494a80,1ffffffa
3494a90,4ffc00
3494a94,4f5000
3494a98,4f5000
3494a9c,4f5000
3494aa0,4f5000
3494aa4,4f5000
3494aa8,4f5000
3494aac,4f5000
3494ab0,4f5000
3494ab4,4f5000
3494ab8,4f5000
3494abc,4ffc00
3494ad0,6e500000
3494ad4,cb00000
3494ad8,7e30000
3494adc,da0000
3494ae0,9e2000
3494ae4,1e9000
3494ae8,ad000
3494aec,3e800
3494af0,bc00
3494af4,4e60
3494af8,bc0
3494b00,dfe000
3494b04,8e000
3494b08,8e000
3494b0c,8e000
3494b10,8e000
3494b14,8e000
3494b18,8e000
3494b1c,8e000
3494b20,8e000
3494b24,8e000
3494b28,8e000
3494b2c,dfe000
3494b40,5ed200
3494b44,dcdb00
3494b48,ad25e80
3494b4c,7e5007e5
3494ba4,fffffffd
3494bac,2ca0000
3494bb0,2c9000
3494bf0,5ceeb10
3494bf4,b936da0
3494bf8,bc0
3494bfc,8deffc0
3494c00,3e930bd0
3494c04,4f827ed0
3494c08,aeedbd0
3494c18,d900000
3494c1c,d900000
3494c20,d900000
3494c24,d900000
3494c28,dbdec40
3494c2c,de65dc0
3494c30,db008e0
3494c34,da007f2
3494c38,db008e0
3494c3c,de64db0
3494c40,dbdec40
3494c60,8ded70
3494c64,7e936a0
3494c68,cc00000
3494c6c,db00000
3494c70,cc00000
3494c74,7e936a0
3494c78,8ded70
3494c88,bc0
3494c8c,bc0
3494c90,bc0
3494c94,bc0
3494c98,5dedcc0
3494c9c,dc48ec0
3494ca0,5f600cc0
3494ca4,7f300bc0
3494ca8,5f600cc0
3494cac,dc48ec0
3494cb0,5dedcc0
3494cd0,3beec30
3494cd4,cd54cc0
3494cd8,4f6007e0
3494cdc,6ffffff3
3494ce0,4f500000
3494ce4,cc538c0
3494ce8,3beec60
3494cf8,5ded0
3494cfc,cb200
3494d00,d9000
3494d04,e8000
3494d08,dffffd0
3494d0c,e8000
3494d10,e8000
3494d14,e8000
3494d18,e8000
3494d1c,e8000
3494d20,e8000
3494d40,5dedcc0
3494d44,dc48ec0
3494d48,5f600cc0
3494d4c,7f300bc0
3494d50,5f600cc0
3494d54,dc48ec0
3494d58,5dedcb0
3494d5c,ca0
3494d60,9947e60
3494d64,4cee900
3494d68,da00000
3494d6c,da00000
3494d70,da00000
3494d74,da00000
3494d78,dbded40
3494d7c,de65da0
3494d80,db00bc0
3494d84,da00bc0
3494d88,da00bc0
3494d8c,da00bc0
3494d90,da00bc0
3494da0,bc000
3494db0,9ffc000
3494db4,bc000
3494db8,bc000
3494dbc,bc000
3494dc0,bc000
3494dc4,bc000
3494dc8,effffe0
3494dd8,7e000
3494de8,7ffe000
3494dec,7e000
3494df0,7e000
3494df4,7e000
3494df8,7e000
3494dfc,7e000
3494e00,7e000
3494e04,7e000
3494e08,1bd000
3494e0c,dfe7000
3494e10,bc00000
3494e14,bc00000
3494e18,bc00000
3494e1c,bc00000
3494e20,bc03dc2
3494e24,bc3db00
3494e28,bddc000
3494e2c,bfce500
3494e30,bd0cd10
3494e34,bc03db0
3494e38,bc007e8
3494e48,eff4000
3494e4c,5f4000
3494e50,5f4000
3494e54,5f4000
3494e58,5f4000
3494e5c,5f4000
3494e60,5f4000
3494e64,5f4000
3494e68,4f5000
3494e6c,ea000
3494e70,8efb0
3494e90,8dddaec0
3494e94,8e4dc5e4
3494e98,8d0cb0e6
3494e9c,8d0ba0e7
3494ea0,8d0ba0e7
3494ea4,8d0ba0e7
3494ea8,8d0ba0e7
3494ec8,dbded40
3494ecc,de65da0
3494ed0,db00bc0
3494ed4,da00bc0
3494ed8,da00bc0
3494edc,da00bc0
3494ee0,da00bc0
3494f00,4ceeb20
3494f04,cd56da0
3494f08,1e700ad0
3494f0c,5f6008e0
3494f10,1e700ad0
3494f14,cd46db0
3494f18,4ceeb20
3494f38,dbdec30
3494f3c,de65db0
3494f40,db009e0
3494f44,da007e0
3494f48,db008e0
3494f4c,de65db0
3494f50,dbeec40
3494f54,d900000
3494f58,d900000
3494f5c,d900000
3494f70,4cedcc0
3494f74,cc47ec0
3494f78,1e700cc0
3494f7c,5f600bc0
3494f80,2e700cc0
3494f84,cc47ec0
3494f88,5cedbc0
3494f8c,ac0
3494f90,ac0
3494f94,ac0
3494fa8,ccdef9
3494fac,ce8300
3494fb0,cb0000
3494fb4,ca0000
3494fb8,ca0000
3494fbc,ca0000
3494fc0,ca0000
3494fe0,4ceea10
3494fe4,bd45b60
3494fe8,bd40000
3494fec,3bddb20
3494ff0,4da0
3494ff4,b945ea0
3494ff8,5ceeb20
3495010,8e0000
3495014,8e0000
3495018,6fffffb0
349501c,8e0000
3495020,8e0000
3495024,8e0000
3495028,8e0000
349502c,6e7000
3495030,befb0
3495050,da00bc0
3495054,da00bc0
3495058,da00bc0
349505c,da00bc0
3495060,da00bc0
3495064,bd47ec0
3495068,5dedbc0
3495088,6e3007e3
349508c,d900bc0
3495090,ad01e80
3495094,5e48e20
3495098,dacb00
349509c,9de700
34950a0,3ee000
34950c0,e80000ac
34950c4,ca0000ca
34950c8,ac0db0e7
34950cc,6e3dd5e2
34950d0,eabcad0
34950d4,ce79eb0
34950d8,ae15f80
34950f8,3da00bc0
34950fc,6e69e40
3495100,9ee700
3495104,2ed000
3495108,ccda00
349510c,9e46e70
3495110,6e7009e4
3495130,6e5005e5
3495134,da00bd0
3495138,9e00e90
349513c,3e78e30
3495140,cccc00
3495144,7ee700
3495148,de000
349514c,da000
3495150,8e5000
3495154,dea0000
3495168,bffffc0
349516c,5e70
3495170,3d900
3495174,cb000
3495178,bd2000
349517c,9e40000
3495180,dffffc0
3495190,6dea0
3495194,bd300
3495198,cb000
349519c,cb000
34951a0,5ea000
34951a4,bfd2000
34951a8,7e9000
34951ac,db000
34951b0,cb000
34951b4,cb000
34951b8,bd400
34951bc,5dea0
34951c8,ca000
34951cc,ca000
34951d0,ca000
34951d4,ca000
34951d8,ca000
34951dc,ca000
34951e0,ca000
34951e4,ca000
34951e8,ca000
34951ec,ca000
34951f0,ca000
34951f4,ca000
34951f8,ca000
3495200,bed3000
3495204,4e9000
3495208,da000
349520c,ca000
3495210,bc400
3495214,5efa0
3495218,bd500
349521c,cb000
3495220,da000
3495224,da000
3495228,5e8000
349522c,bec2000
3495250,5ded83a7
3495254,9838dec3
34952c8,7f024429
34952cc,3c334133
34952d0,41334633
34952d4,44297f02
3495304,5409
3495308,4dc548ff
349530c,41ff43ff
3495310,47ff49ff
3495314,43ff20c5
3495318,c0000
3495344,3f75
3495348,49ff33ff
349534c,28ff2dff
3495350,33ff39ff
3495354,3cff00ff
3495358,770000
3495384,329d
3495388,37ff1bff
349538c,21ff28ff
3495390,2fff35ff
3495394,3cff00ff
3495398,9d0000
34953c4,329e
34953c8,35ff21ff
34953cc,28ff06ff
34953d0,9ff3cff
34953d4,42ff00ff
34953d8,9e0000
3495404,359e
3495408,39ff27ff
349540c,2eff00ff
3495410,2ff42ff
3495414,48ff00ff
3495418,9e0000
3495444,3a9e
3495448,3eff2eff
349544c,35ff00ff
3495450,dff48ff
3495454,4dff00ff
3495458,9e0000
3495484,3e9e
3495488,42ff35ff
349548c,3bff1bff
3495490,27ff4dff
3495494,53ff00ff
3495498,9e0000
34954c4,439e
34954c8,47ff3bff
34954cc,41ff47ff
34954d0,4dff52ff
34954d4,58ff00ff
34954d8,9e0000
3495504,4d9e
3495508,4dff41ff
349550c,47ff4dff
3495510,52ff57ff
3495514,5cff00ff
3495518,9e0000
3495534,3f04474f
3495538,3e663e66
349553c,43664666
3495540,48664d66
3495544,57665bc5
3495548,53ff47ff
349554c,4dff52ff
3495550,57ff5cff
3495554,60ff0eff
3495558,19c56666
349555c,66666466
3495560,61665f66
3495564,5c665a66
3495568,504f3f04
3495570,6605
3495574,4ec34bff
3495578,41ff41ff
349557c,45ff48ff
3495580,4cff4fff
3495584,55ff59ff
3495588,4fff4dff
349558c,52ff57ff
3495590,5cff60ff
3495594,64ff61ff
3495598,67ff66ff
349559c,64ff62ff
34955a0,60ff5dff
34955a4,5bff57ff
34955a8,49ff0ec3
34955ac,50000
34955b0,3958
34955b4,44ff31ff
34955b8,20ff25ff
34955bc,2bff31ff
34955c0,38ff3eff
34955c4,44ff49ff
34955c8,4dff52ff
34955cc,57ff5cff
34955d0,60ff64ff
34955d4,68ff67ff
34955d8,64ff60ff
34955dc,5cff58ff
34955e0,53ff4eff
34955e4,48ff43ff
34955e8,32ff00ff
34955ec,580000
34955f0,2f71
34955f4,36ff1dff
34955f8,1fff26ff
34955fc,2dff34ff
3495600,3aff41ff
3495604,47ff4cff
3495608,52ff57ff
349560c,5cff60ff
3495610,64ff68ff
3495614,67ff64ff
3495618,60ff5bff
349561c,57ff51ff
3495620,4cff46ff
3495624,40ff3aff
3495628,27ff00ff
349562c,710000
3495630,2f71
3495634,36ff21ff
3495638,16ff00ff
349563c,ff00ff
3495640,2cff47ff
3495644,4cff52ff
3495648,57ff5cff
349564c,60ff64ff
3495650,67ff67ff
3495654,64ff60ff
3495658,5bff57ff
349565c,52ff0dff
3495660,ff00ff
3495664,aff33ff
3495668,21ff00ff
349566c,710000
3495670,3371
3495674,3aff28ff
3495678,22ff0fff
349567c,13ff19ff
3495680,39ff4cff
3495684,52ff57ff
3495688,5bff60ff
349568c,64ff67ff
3495690,67ff64ff
3495694,60ff5cff
3495698,57ff52ff
349569c,4cff1dff
34956a0,12ff14ff
34956a4,19ff2dff
34956a8,1bff00ff
34956ac,710000
34956b0,3871
34956b4,3dff2fff
34956b8,33ff3aff
34956bc,40ff46ff
34956c0,4cff51ff
34956c4,57ff5bff
34956c8,60ff64ff
34956cc,67ff68ff
34956d0,64ff60ff
34956d4,5cff57ff
34956d8,52ff4cff
34956dc,47ff41ff
34956e0,3aff34ff
34956e4,2dff26ff
34956e8,12ff00ff
34956ec,710000
34956f0,3569
34956f4,37ff33ff
34956f8,3aff40ff
34956fc,46ff4cff
3495700,51ff57ff
3495704,5bff60ff
3495708,64ff67ff
349570c,68ff64ff
3495710,60ff5cff
3495714,57ff52ff
3495718,4dff47ff
349571c,41ff3aff
3495720,34ff2dff
3495724,26ff1fff
3495728,6ff00ff
349572c,690000
3495730,1e21
3495734,2f600ff
3495738,ff00ff
349573c,ff00ff
3495740,ff00ff
3495744,2ff1eff
3495748,60ff68ff
349574c,64ff60ff
3495750,5cff57ff
3495754,52ff2cff
3495758,6ff00ff
349575c,ff00ff
3495760,ff00ff
3495764,ff00ff
3495768,ff00f6
349576c,210000
3495774,3b00ae
3495778,cc00cc
349577c,cc00cc
3495780,cc00cc
3495784,cc03ec
3495788,62ff64ff
349578c,60ff5cff
3495790,57ff52ff
3495794,4dff00ff
3495798,ec00cc
349579c,cc00cc
34957a0,cc00cc
34957a4,cc00cc
34957a8,ae003b
34957c4,5f9e
34957c8,65ff60ff
34957cc,5cff57ff
34957d0,52ff4dff
34957d4,47ff00ff
34957d8,9e0000
3495804,659e
3495808,63ff5cff
349580c,57ff52ff
3495810,4dff47ff
3495814,41ff00ff
3495818,9e0000
3495844,649e
3495848,61ff58ff
349584c,53ff35ff
3495850,31ff41ff
3495854,3bff00ff
3495858,9e0000
3495884,609e
3495888,5eff53ff
349588c,4dff00ff
3495890,ff3bff
3495894,35ff00ff
3495898,9e0000
34958c4,5d9e
34958c8,5bff4dff
34958cc,48ff00ff
34958d0,6ff35ff
34958d4,2eff00ff
34958d8,9e0000
3495904,5a9e
3495908,57ff48ff
349590c,42ff03ff
3495910,cff2eff
3495914,28ff00ff
3495918,9e0000
3495944,559e
3495948,53ff42ff
349594c,3cff2dff
3495950,28ff28ff
3495954,1fff00ff
3495958,9e0000
3495984,4b91
3495988,44ff33ff
349598c,35ff2fff
3495990,28ff1fff
3495994,7ff00ff
3495998,900000
34959c4,1229
34959c8,f700ff
34959cc,ff00ff
34959d0,ff00ff
34959d4,ff00f8
34959d8,2e0000
3495a08,30008c
3495a0c,990099
3495a10,990099
3495a14,8c0030
3495a70,f0f0f0f0
3495a74,f0f0f0f0
3495a78,f0f0f0f0
3495a7c,f0f0f0f0
3495a80,f0f0f0f0
3495a84,f0f0f0f0
3495a88,dff0f0f0
3495a8c,f0f0f0f0
3495a90,f0f0f0f0
3495a94,f0f0f0df
3495a98,dff0f0f0
3495a9c,f0f0f0f0
3495aa0,f0f0f0f0
3495aa4,f0f0f0df
3495aa8,dfcff0f0
3495aac,f0f0f0f0
3495ab0,f0f0f0f0
3495ab4,f0f0cfcf
3495ab8,cfcff0f0
3495abc,f0f0f0f0
3495ac0,f0f0f0f0
3495ac4,f0f0cfcf
3495ac8,cfcfcff0
3495acc,f0f0f0f0
3495ad0,f0f0f0f0
3495ad4,f0cfcfcf
3495ad8,cfcfcff0
3495adc,f0f0f0f0
3495ae0,f0f0f0f0
3495ae4,f0cfcfcf
3495ae8,cfcfcfcf
3495aec,f0f0f0f0
3495af0,f0f0f0f0
3495af4,cfcfcfcf
3495af8,cfbfbfbf
3495afc,f0f0f0f0
3495b00,f0f0f0f0
3495b04,bfbfbfbf
3495b08,bfbfbfbf
3495b0c,f0f0f0f0
3495b10,f0f0f0bf
3495b14,bfbfbfbf
3495b18,bfbfbfbf
3495b1c,bff0f0f0
3495b20,f0f0f0bf
3495b24,bfbff0f0
3495b28,f0f0f0f0
3495b2c,f0f0f0f0
3495b30,f0f0f0f0
3495b34,f0f0f0f0
3495b38,f0f0f0f0
3495b3c,f0f0f0f0
3495b40,f0f0f0f0
3495b44,f0f0f0f0
3495b48,f0f0f0f0
3495b4c,f0f0f0f0
3495b50,f0f0f0f0
3495b54,f0f0f0f0
3495b58,f0f0f0f0
3495b5c,f0f0f0f0
3495b60,f0f0f0f0
3495b64,f0f0f0f0
3495b68,f0f0f0f0
3495b6c,f0f0f0f0
3495b70,f0f0f0f0
3495b74,f0f0f0f0
3495b78,f0f0f0f0
3495b7c,f0f0f0f0
3495b80,f0f0f0f0
3495b84,f0f0f0cf
3495b88,cff0f0f0
3495b8c,f0f0f0f0
3495b90,f0f0f0f0
3495b94,f0f0f0cf
3495b98,cfcff0f0
3495b9c,f0f0f0f0
3495ba0,f0f0f0f0
3495ba4,f0f0bfcf
3495ba8,cfcff0f0
3495bac,f0f0f0f0
3495bb0,f0f0f0f0
3495bb4,f0f0bfcf
3495bb8,cfcff0f0
3495bbc,f0f0f0f0
3495bc0,f0f0f0f0
3495bc4,f0bfcfbf
3495bc8,bfbfbff0
3495bcc,f0f0f0f0
3495bd0,f0f0f0f0
3495bd4,f0bfbfbf
3495bd8,bfbfbff0
3495bdc,f0f0f0f0
3495be0,f0f0f0f0
3495be4,bfbfbfbf
3495be8,bfbfbfbf
3495bec,f0f0f0f0
3495bf0,f0f0f0f0
3495bf4,bfbfbfbf
3495bf8,bfbfbfbf
3495bfc,f0f0f0f0
3495c00,f0f0f0f0
3495c04,bfbfbfbf
3495c08,bfbfbfaf
3495c0c,f0f0f0f0
3495c10,f0f0f0af
3495c14,bfbfbfbf
3495c18,afafaff0
3495c1c,f0f0f0f0
3495c20,f0f0f0bf
3495c24,bfbfaff0
3495c28,f0f0f0f0
3495c2c,f0f0f0f0
3495c30,f0f0f0f0
3495c34,f0f0f0f0
3495c38,f0f0f0f0
3495c3c,f0f0f0f0
3495c40,f0f0f0f0
3495c44,f0f0f0f0
3495c48,f0f0f0f0
3495c4c,f0f0f0f0
3495c50,f0f0f0f0
3495c54,f0f0f0f0
3495c58,f0f0f0f0
3495c5c,f0f0f0f0
3495c60,f0f0f0f0
3495c64,f0f0f0f0
3495c68,f0f0f0f0
3495c6c,f0f0f0f0
3495c70,f0f0f0f0
3495c74,f0f0f0f0
3495c78,f0f0f0f0
3495c7c,f0f0f0f0
3495c80,f0f0f0f0
3495c84,f0f0f0ef
3495c88,eff0f0f0
3495c8c,f0f0f0f0
3495c90,f0f0f0f0
3495c94,f0f0f0ef
3495c98,bfbff0f0
3495c9c,f0f0f0f0
3495ca0,f0f0f0f0
3495ca4,f0f0dfdf
3495ca8,bfbff0f0
3495cac,f0f0f0f0
3495cb0,f0f0f0f0
3495cb4,f0f0dfbf
3495cb8,afaff0f0
3495cbc,f0f0f0f0
3495cc0,f0f0f0f0
3495cc4,f0dfdfaf
3495cc8,afafaff0
3495ccc,f0f0f0f0
3495cd0,f0f0f0f0
3495cd4,f0dfafaf
3495cd8,afafaff0
3495cdc,f0f0f0f0
3495ce0,f0f0f0f0
3495ce4,dfdfafaf
3495ce8,afafaff0
3495cec,f0f0f0f0
3495cf0,f0f0f0f0
3495cf4,dfdfafaf
3495cf8,afafaf9f
3495cfc,f0f0f0f0
3495d00,f0f0f0f0
3495d04,cfafafaf
3495d08,afaf9f9f
3495d0c,f0f0f0f0
3495d10,f0f0f0cf
3495d14,cfafafaf
3495d18,9f9ff0f0
3495d1c,f0f0f0f0
3495d20,f0f0f0cf
3495d24,afafaf9f
3495d28,f0f0f0f0
3495d2c,f0f0f0f0
3495d30,f0f0f0cf
3495d34,aff0f0f0
3495d38,f0f0f0f0
3495d3c,f0f0f0f0
3495d40,f0f0f0f0
3495d44,f0f0f0f0
3495d48,f0f0f0f0
3495d4c,f0f0f0f0
3495d50,f0f0f0f0
3495d54,f0f0f0f0
3495d58,f0f0f0f0
3495d5c,f0f0f0f0
3495d60,f0f0f0f0
3495d64,f0f0f0f0
3495d68,f0f0f0f0
3495d6c,f0f0f0f0
3495d70,f0f0f0f0
3495d74,f0f0f0f0
3495d78,f0f0f0f0
3495d7c,f0f0f0f0
3495d80,f0f0f0f0
3495d84,f0f0f0ff
3495d88,ff9ff0f0
3495d8c,f0f0f0f0
3495d90,f0f0f0f0
3495d94,f0f0ffff
3495d98,ff9ff0f0
3495d9c,f0f0f0f0
3495da0,f0f0f0f0
3495da4,f0f0ffff
3495da8,9f9ff0f0
3495dac,f0f0f0f0
3495db0,f0f0f0f0
3495db4,f0f0ffff
3495db8,9f9ff0f0
3495dbc,f0f0f0f0
3495dc0,f0f0f0f0
3495dc4,f0efef9f
3495dc8,9f9f9ff0
3495dcc,f0f0f0f0
3495dd0,f0f0f0f0
3495dd4,f0efef9f
3495dd8,9f9f8ff0
3495ddc,f0f0f0f0
3495de0,f0f0f0f0
3495de4,f0efef9f
3495de8,9f8f8ff0
3495dec,f0f0f0f0
3495df0,f0f0f0f0
3495df4,efef9f9f
3495df8,8f8f8ff0
3495dfc,f0f0f0f0
3495e00,f0f0f0f0
3495e04,efef9f8f
3495e08,8f8f8ff0
3495e0c,f0f0f0f0
3495e10,f0f0f0ef
3495e14,efef8f8f
3495e18,8f8ff0f0
3495e1c,f0f0f0f0
3495e20,f0f0f0ef
3495e24,ef8f8f8f
3495e28,f0f0f0f0
3495e2c,f0f0f0f0
3495e30,f0f0f0ef
3495e34,ef8f8ff0
3495e38,f0f0f0f0
3495e3c,f0f0f0f0
3495e40,f0f0f0f0
3495e44,8ff0f0f0
3495e48,f0f0f0f0
3495e4c,f0f0f0f0
3495e50,f0f0f0f0
3495e54,f0f0f0f0
3495e58,f0f0f0f0
3495e5c,f0f0f0f0
3495e60,f0f0f0f0
3495e64,f0f0f0f0
3495e68,f0f0f0f0
3495e6c,f0f0f0f0
3495e70,f0f0f0f0
3495e74,f0f0f0f0
3495e78,f0f0f0f0
3495e7c,f0f0f0f0
3495e80,f0f0f0f0
3495e84,f0f0f0ff
3495e88,ff7ff0f0
3495e8c,f0f0f0f0
3495e90,f0f0f0f0
3495e94,f0f0ffff
3495e98,ff7ff0f0
3495e9c,f0f0f0f0
3495ea0,f0f0f0f0
3495ea4,f0f0ffff
3495ea8,ff7ff0f0
3495eac,f0f0f0f0
3495eb0,f0f0f0f0
3495eb4,f0f0ffff
3495eb8,7f7ff0f0
3495ebc,f0f0f0f0
3495ec0,f0f0f0f0
3495ec4,f0ffffff
3495ec8,7f7ff0f0
3495ecc,f0f0f0f0
3495ed0,f0f0f0f0
3495ed4,f0ffffff
3495ed8,7f7ff0f0
3495edc,f0f0f0f0
3495ee0,f0f0f0f0
3495ee4,f0ffff7f
3495ee8,7f7f7ff0
3495eec,f0f0f0f0
3495ef0,f0f0f0f0
3495ef4,ffffff7f
3495ef8,7f7f6ff0
3495efc,f0f0f0f0
3495f00,f0f0f0f0
3495f04,ffffff7f
3495f08,7f6f6ff0
3495f0c,f0f0f0f0
3495f10,f0f0f0f0
3495f14,ffffff7f
3495f18,7f6ff0f0
3495f1c,f0f0f0f0
3495f20,f0f0f0f0
3495f24,ffff7f7f
3495f28,f0f0f0f0
3495f2c,f0f0f0f0
3495f30,f0f0f0ff
3495f34,ffff7ff0
3495f38,f0f0f0f0
3495f3c,f0f0f0f0
3495f40,f0f0f0f0
3495f44,fffff0f0
3495f48,f0f0f0f0
3495f4c,f0f0f0f0
3495f50,f0f0f0f0
3495f54,f0f0f0f0
3495f58,f0f0f0f0
3495f5c,f0f0f0f0
3495f60,f0f0f0f0
3495f64,f0f0f0f0
3495f68,f0f0f0f0
3495f6c,f0f0f0f0
3495f70,f0f0f0f0
3495f74,f0f0f0f0
3495f78,f0f0f0f0
3495f7c,f0f0f0f0
3495f80,f0f0f0f0
3495f84,f0f0ffff
3495f88,ff5ff0f0
3495f8c,f0f0f0f0
3495f90,f0f0f0f0
